id_aviso,titulo,zona_barrio,tipo,precio,expensas,superficie_total,superficie_cubierta,ambientes,dormitorios,banios,antiguedad,cochera,balcon,amenities,latitud,longitud,fecha_publicacion
A-333185,Departamento en alquiler en Flores - 3 ambientes,Flores,Departamento,603.000,90882.0,72,72.0,3,2.0,2.0,39,Sí,No,,-34.60449300051101,-58.46991138040327,25/10/2024
A-276967,Departamento en alquiler en Palermo - 3 ambientes,Palermo,Departamento,$ 2.945.000,,64 m²,64.0,3,2.0,1.0,5,No,No,,-34.56629989234951,-58.4292355707689,06/02/2024
A-571725,Departamento en alquiler en Boedo - 2 ambientes,Boedo,Departamento,436.000,61459.0,47 m²,47.0,2 amb.,,1.0,25,No,Sí,,-34.63301898698336,-58.41819638494431,24/11/2024
A-575316,PH en alquiler en Almagro - 2 ambientes,Almagro,PH,1.055.000,,61 m²,61.0,2,1.0,1.0,3,Sí,No,,-34.589447987445936,-58.42075197428239,17/05/2025
A-949445,Departamento en alquiler en Boedo - 1 ambientes,Boedo,Departamento,529.000,36491.0,33 m²,,1,1.0,1.0,0,Sí,No,,-34.630791697240184,-58.41929648336436,17/08/2024
A-948241,Departamento en alquiler en Villa Crespo - 5 ambientes, Villa Crespo ,Departamento,1.870.000,249505.0,112 m²,112.0,5,4.0,,6,No,No,,-34.570923643817025,"-58,43925211835531",13/01/2025
A-828081,Departamento en alquiler en San Telmo - 2 ambientes,SAN TELMO,Departamento,$ 1.099.000,56244.0,46,46.0,2,1.0,1.0,8,Sí,Sí,,-34.63650715234127,-58.36372350633706,12/07/2025
A-773336,Departamento en alquiler en Recoleta - 2 ambientes,Recoleta,Departamento,1.047.000,90801.0,45 m²,45.0,2 amb.,1.0,1.0,8,No,Sí,,-34.57106738918729,-58.39986492009137,06/07/2025
A-534888,Departamento en alquiler en Palermo - 1 ambientes,Palermo,Departamento,597.000,40031.0,30 m²,30.0,1 amb.,1.0,1.0,2,No,Sí,,-34.566017061148706,-58.397818217564854,06/05/2025
A-385805,Departamento en alquiler en Flores - 3 ambientes,Flores,Departamento,USD 621,62719.0,60,60.0,3,2.0,2.0,0,No,Sí,,-34.64083021113994,-58.45695165194718,26/11/2024
A-416066,Departamento en alquiler en Recoleta - 2 ambientes,Recoleta,Departamento,1.065.000,190869.0,54 m²,54.0,2 amb.,1.0,1.0,,No,Sí,Pileta,-34.58182864560798,-58.40122640601544,27/04/2024
A-226419,PH en alquiler en Boedo - 5 ambientes, Boedo ,PH,2.449.000,,124 m²,124.0,5,4.0,3.0,5,No,Sí,,-34.61378892025765,-58.40532607726018,18/04/2025
A-527181,PH en alquiler en Boedo - 3 ambientes,BOEDO,PH,842.000,,64 m²,64.0,3 amb.,2.0,2.0,3,Sí,Sí,,-34.6175311310389,-58.409371768879836,05/12/2024
A-659908,Departamento en alquiler en Recoleta - 2 ambientes,Recoleta,Departamento,1.797.000,,55,55.0,2,1.0,1.0,3,No,No,Pileta,-34.572841730523784,-58.37768890054266,24/05/2025
A-167496,Departamento en alquiler en Nuñez - 1 ambientes,nuñez,Departamento,837.000,,41,41.0,1 amb.,1.0,1.0,18,No,Sí,,-34.54947247509725,-58.4625194219922,29/04/2024
A-811839,Departamento en alquiler en Palermo - 5 ambientes,Palermo,Departamento,2.522.000,,99,99.0,5,4.0,2.0,8,Sí,Sí,,"-34,58170268373599",-58.41867697988681,01/05/2025
A-605637,Departamento en alquiler en Nuñez - 3 ambientes,Nuñez,Departamento,799.000,,67 m²,67.0,3 amb.,2.0,1.0,28,No,No,,-34.558797222544285,-58.45372521984263,15/04/2025
A-373520,Departamento en alquiler en Flores - 4 ambientes,flores,Departamento,$ 1.277.000,162626.0,89 m²,,4,3.0,2.0,5,No,No,,-34.62242990939687,-58.46791325375375,28/06/2025
A-980428,Departamento en alquiler en Villa Urquiza - 4 ambientes,Villa Urquiza,Departamento,1.194.000,84049.0,76 m²,76.0,4,3.0,2.0,47 años,No,Sí,,-34.5844680834236,-58.49367096195577,29/06/2024
A-555424,PH en alquiler en Belgrano - 2 ambientes,belgrano,PH,843.000,,49,49.0,2 amb.,1.0,1.0,1,No,No,,-34.555077386338375,-58.46391972459547,28/11/2024
A-404725,Departamento en alquiler en Villa Crespo - 1 ambientes,Villa Crespo,Departamento,571.000,,38,38.0,1 amb.,,1.0,12,Sí,No,,-34.60721390076735,-58.43251210862696,15/05/2024
A-223419,Departamento en alquiler en Caballito - 8 ambientes,Caballito,Departamento,USD 3.764,338900.0,207 m²,207.0,8 amb.,7.0,5.0,,Sí,Sí,,-34.6254931194095,-58.42803589677646,09/04/2024
A-536071,Departamento en alquiler en Recoleta - 2 ambientes,Recoleta,Departamento,712.000,91703.0,46 m²,,2,1.0,1.0,19,No,Sí,,-34.583803026217026,-58.424647959394555,30/07/2025
A-385019,Departamento en alquiler en Flores - 1 ambientes,Flores,Departamento,609.000,67053.0,47 m²,47.0,1 amb.,1.0,1.0,4,Sí,No,,"-34,617172743200676",-58.46999846916493,23/10/2024
A-976253,Departamento en alquiler en Flores - 1 ambientes,Flores,Departamento,555.000,32500.0,54,54.0,1,1.0,1.0,7,No,Sí,,-34.63869182530344,-58.45611833005788,28/04/2025
A-794250,Departamento en alquiler en Colegiales - 4 ambientes,Colegiales,Departamento,2.033.000,,89 m²,89.0,4 amb.,3.0,2.0,4,Sí,Sí,,-34.57362977661787,-58.43216603626042,13/01/2024
A-349266,Departamento en alquiler en Recoleta - 2 ambientes,Recoleta,Departamento,$ 378.000,62053.0,28 m²,28.0,2,1.0,1.0,4,No,Sí,,-34.59988325808495,-58.391985007354656,14/02/2025
A-140320,Departamento en alquiler en Recoleta - 3 ambientes,Recoleta,Departamento,1.575.000,176632.0,74 m²,74.0,3,,2.0,A estrenar,No,Sí,,-34.603780714041186,-58.385888671716025,19/10/2024
A-500901,Departamento en alquiler en San Telmo - 2 ambientes,San Telmo,Departamento,756.000,,47 m²,47.0,2 amb.,1.0,1.0,3,Sí,Sí,,-34.603711087666255,-58.36880416781781,04/07/2025
A-167151,Departamento en alquiler en Belgrano - 1 ambientes,Belgrano,Departamento,497.000,62620.0,40 m²,40.0,1,1.0,1.0,6 años,No,Sí,,-34.58763427045565,-58.4696754653261,17/02/2024
A-831909,Departamento en alquiler en San Telmo - 3 ambientes,San Telmo,Departamento,1.072.000,94268.0,66,66.0,3,,2.0,12,No,Sí,,-34.61843204797767,-58.362102158026204,26/09/2024
A-288269,Departamento en alquiler en Villa Urquiza - 4 ambientes,Villa Urquiza,Departamento,889.000,99211.0,85,85.0,4,3.0,2.0,6,No,Sí,,-34.57300023851821,-58.473630612363664,03/05/2025
A-209982,Departamento en alquiler en Palermo - 4 ambientes,Palermo,Departamento,1.625.000,90212.0,77,77.0,4,3.0,2.0,2,No,Sí,,-34.56487662858733,-58.43697672752777,08/04/2025
A-646220,Departamento en alquiler en Villa Crespo - 2 ambientes,Villa Crespo,Departamento,479.000,,40 m²,40.0,2,1.0,1.0,9,Sí,Sí,,-34.60111729100823,-58.4367998740079,25/08/2024
A-257638,Departamento en alquiler en Palermo - 2 ambientes,Palermo,Departamento,931.000,50754.0,49,49.0,2 amb.,1.0,1.0,,Sí,No,,-34.57025453115122,-58.444370019174066,01/08/2025
A-367221,PH en alquiler en Palermo - 3 ambientes,Palermo,PH,1.720.000,,64,64.0,3 amb.,2.0,1.0,0,Sí,No,Pileta,"-34,57053815867051",-58.42353195762531,12/11/2024
A-860936,Casa en alquiler en Boedo - 3 ambientes,Boedo,Casa,1.691.000,,91 m²,91.0,3,2.0,1.0,3,Sí,No,Pileta,-34.63494954604408,-58.419493803635085,17/06/2024
A-371255,Departamento en alquiler en Colegiales - 2 ambientes,Colegiales,Departamento,679.000,,42,42.0,2,1.0,,6,No,Sí,,-34.55204455757941,-58.454916239111554,21/01/2024
A-636279,Departamento en alquiler en Flores - 3 ambientes,Flores,Departamento,762.000,86073.0,62 m²,62.0,3,2.0,2.0,A estrenar,No,Sí,,-34.62856824764564,-58.46687678643789,12/05/2025
A-189208,Departamento en alquiler en Belgrano - 3 ambientes,Belgrano,Departamento,928.000,,48 m²,48.0,3,2.0,2.0,2,Sí,No,,-34.560510952980465,"-58,48010437412687",07/05/2025
A-735476,Departamento en alquiler en Belgrano - 2 ambientes,Belgrano,Departamento,USD 381,72463.0,20 m²,20.0,2,1.0,1.0,15,Sí,Sí,,-34.5636668186727,-58.437872578005745,17/04/2025
A-222770,Departamento en alquiler en Colegiales - 2 ambientes,Colegiales,Departamento,483.000,,35 m²,,2 amb.,1.0,1.0,6,No,No,,-34.55828181906007,-58.43758966395043,22/11/2024
A-131269,Casa en alquiler en Colegiales - 3 ambientes,Colegiales,Casa,1.144.000,,67 m²,67.0,3 amb.,2.0,1.0,14 años,Sí,Sí,,-34.585179833421044,"-58,43944909909531",28/01/2025
A-779245,Departamento en alquiler en Belgrano - 2 ambientes, Belgrano ,Departamento,419.000,72463.0,20 m²,20.0,2,1.0,1.0,15,Sí,Sí,,-34.5636668186727,-58.437872578005745,27/02/2025
A-941574,Casa en alquiler en Recoleta - 5 ambientes,Recoleta,Casa,3.476.000,,138,,5,4.0,3.0,,No,No,Pileta,"-34,563904526849655",-58.375893625031544,30/08/2024
A-404053,Departamento en alquiler en Colegiales - 3 ambientes,Colegiales,Departamento,$ 683.000,,48 m²,48.0,3 amb.,,,11,Sí,No,,-34.577798339039894,-58.440082812539096,28/07/2024
A-237804,Departamento en alquiler en Caballito - 4 ambientes,Caballito,Departamento,784.000,8091200.0,70 m²,70.0,4,3.0,2.0,2,Sí,No,,-34.62111688464354,-58.43575584485393,11/02/2024
A-838748,Departamento en alquiler en Colegiales - 3 ambientes,Colegiales,Departamento,1.305.000,130579.0,66 m²,66.0,3 amb.,2.0,2.0,11,Sí,No,,-34.57594966932243,-58.43915340585416,31/03/2024
A-947606,Departamento en alquiler en Boedo - 2 ambientes,Boedo,Departamento,USD 331,46191.0,23,23.0,2 amb.,1.0,1.0,5,No,No,,-34.61610880581074,-58.40266087604737,21/06/2025
A-449997,Departamento en alquiler en Recoleta - 3 ambientes,Recoleta,Departamento,1.661.000,,76,76.0,3 amb.,2.0,,1,Sí,Sí,,-34.589680792315335,-58.3824402196699,02/04/2025
A-326484,Departamento en alquiler en Villa Crespo - 2 ambientes,Villa Crespo,Departamento,725.000,,51 m²,,2 amb.,1.0,1.0,17,No,Sí,,-34.59187267806854,-58.43914562400776,26/06/2025
A-530798,Departamento en alquiler en Flores - 2 ambientes,Flores,Departamento,258.000,,34,34.0,2,1.0,1.0,46,No,Sí,,"-34,63501580714364",-58.44694585083843,28/03/2024
A-825763,Departamento en alquiler en Recoleta - 4 ambientes,Recoleta,Departamento,3.257.000,,102 m²,102.0,4,3.0,2.0,6 años,No,Sí,,"-34,597480795901625",-58.38066391026807,04/09/2024
A-523809,PH en alquiler en Palermo - 2 ambientes,Palermo,PH,$ 100,,35 m²,35.0,2,1.0,1.0,36 años,Sí,Sí,,-34.55451897551049,-58.42681602652025,26/03/2025
A-283927,Departamento en alquiler en Belgrano - 2 ambientes,Belgrano,Departamento,995.000,,36 m²,36.0,2,1.0,1.0,12,Sí,Sí,,-34.56405583280894,-58.445448265747714,20/05/2024
A-300171,Departamento en alquiler en Belgrano - 2 ambientes,Belgrano,Departamento,540.000,,39 m²,39.0,2,1.0,1.0,41 años,No,No,,-34.57011117940737,-58.44455089639273,21/11/2024
A-323497,Departamento en alquiler en Palermo - 3 ambientes,Palermo,Departamento,1.493.000,11114400.0,72,72.0,3 amb.,2.0,2.0,3,No,No,,-34.58481739485183,-58.426608206000076,09/05/2025
A-249792,Departamento en alquiler en San Telmo - 3 ambientes,San Telmo,Departamento,831.000,98889.0,76 m²,76.0,3,2.0,2.0,3,Sí,No,,-34.608534986487506,-58.37437333149081,10/03/2024
A-436274,Departamento en alquiler en Boedo - 1 ambientes,Boedo,Departamento,$ 1,39742.0,31 m²,31.0,1,1.0,1.0,5,No,Sí,,-34.62903283631349,-58.415803845523264,20/06/2025
A-203960,PH en alquiler en Villa Crespo - 2 ambientes,Villa Crespo,PH,881.000,,50 m²,50.0,2,1.0,1.0,3,No,No,,"-34,613710707161275",-58.437818520860986,12/07/2025
A-128849,Departamento en alquiler en Villa Crespo - 3 ambientes,Villa Crespo,Departamento,845.000,118215.0,61,61.0,3,2.0,1.0,12,Sí,No,,-34.583200644966865,-58.45519421760712,03/06/2025
A-172517,Casa en alquiler en Caballito - 3 ambientes,Caballito,Casa,$ 1.422.000,,92,92.0,3 amb.,2.0,2.0,32,Sí,No,Pileta,-34.60663473457236,-58.424502373331215,18/07/2025
A-826075,PH en alquiler en Colegiales - 3 ambientes,Colegiales,PH,1.950.000,,91,91.0,3,2.0,2.0,4,Sí,Sí,Pileta,-34.564632519037886,-58.468634465086105,09/01/2025
A-633426,PH en alquiler en Belgrano - 2 ambientes,Belgrano,PH,$ 535.000,,35,35.0,2 amb.,1.0,1.0,14 años,No,No,,-34.59216146850873,-58.462389368943626,20/05/2024
A-174595,Departamento en alquiler en San Telmo - 5 ambientes,San Telmo,Departamento,$ 1.372.000,,93 m²,93.0,5,4.0,3.0,9,Sí,Sí,,-34.61967755620785,"-58,36754719201996",24/12/2024
A-199740,Departamento en alquiler en Belgrano - 2 ambientes,Belgrano,Departamento,USD 779,82577.0,48 m²,48.0,2,1.0,1.0,1,No,No,,-34.571457886594565,-58.47961164375323,22/01/2024
A-976727,Departamento en alquiler en Nuñez - 3 ambientes,Nuñez,Departamento,926.000,125584.0,57 m²,57.0,3,2.0,1.0,11,Sí,Sí,,-34.5464939526445,-58.44916698930694,27/08/2024
A-657816,Departamento en alquiler en Caballito - 1 ambientes,Caballito,Departamento,492.000,8768300.0,32,,1,1.0,1.0,7,No,No,,-34.60776593694605,-58.418269907177404,10/05/2025
A-232640,Departamento en alquiler en Villa Urquiza - 5 ambientes,Villa Urquiza,Departamento,1.757.000,,111 m²,111.0,5,4.0,3.0,13 años,Sí,Sí,Pileta,-34.586445401839995,-58.49120909865204,09/02/2024
A-536085,Departamento en alquiler en Villa Crespo - 3 ambientes,Villa Crespo,Departamento,1.122.000,198221.0,63,63.0,3 amb.,2.0,2.0,0,No,Sí,,-34.60341330680926,-58.42929893829777,20/12/2024
A-426625,Departamento en alquiler en Almagro - 2 ambientes,Almagro,Departamento,636.000,75252.0,50 m²,50.0,2,1.0,1.0,53,Sí,Sí,,-34.620005011302055,-58.402281639550566,06/12/2024
A-514756,PH en alquiler en Boedo - 5 ambientes,boedo,PH,2.014.000,,151 m²,151.0,5 amb.,4.0,3.0,7,Sí,Sí,,-34.61192808092624,-58.42223846503785,03/05/2025
A-186514,Departamento en alquiler en Nuñez - 1 ambientes,Nuñez,Departamento,$ 1,,28,28.0,1,1.0,1.0,27,Sí,Sí,Pileta,-34.540967095049936,-58.45699864604455,16/05/2024
A-905477,Casa en alquiler en Flores - 3 ambientes, Flores ,Casa,1.047.000,,70 m²,,3,,1.0,0,Sí,Sí,,-34.62912649465968,-58.46999536311867,25/02/2025
A-866239,Departamento en alquiler en Nuñez - 2 ambientes,Nuñez,Departamento,895.000,95095.0,45 m²,45.0,2,1.0,1.0,13,Sí,Sí,,-34.55992034712816,-58.47564162840888,13/11/2024
A-709790,Departamento en alquiler en San Telmo - 2 ambientes,San Telmo,Departamento,503.000,29659.0,40 m²,40.0,2,1.0,1.0,2,No,No,,-34.63153579104108,-58.38192256424848,23/08/2024
A-635453,Departamento en alquiler en Nuñez - 1 ambientes,Nunez,Departamento,610.000,77745.0,34,34.0,1,1.0,1.0,,No,Sí,,-34.54382632258979,-58.45646341399269,23/09/2024
A-544671,Departamento en alquiler en Almagro - 3 ambientes,Almagro,Departamento,916.000,,49 m²,49.0,3,2.0,1.0,0,No,Sí,,-34.614969454015345,-58.41032931725743,09/06/2025
A-446782,Casa en alquiler en Nuñez - 3 ambientes,Nuñez,Casa,810.000,,62 m²,62.0,3,2.0,1.0,4,No,No,,-34.53939900919056,-58.43918094807015,13/05/2025
A-386430,Departamento en alquiler en Belgrano - 1 ambientes,Belgrano,Departamento,476.000,,29 m²,29.0,1,1.0,1.0,16,No,No,,-34.560963682104344,-58.452216386075364,18/08/2025
A-724334,Casa en alquiler en Villa Urquiza - 3 ambientes,Villa Urquiza,Casa,768.000,,61 m²,61.0,3 amb.,,1.0,33,Sí,Sí,,-34.5640487157612,-58.485141794620276,27/03/2024
A-959563,PH en alquiler en Villa Crespo - 3 ambientes,Villa Crespo,PH,$ 1.158.000,,77 m²,,3,,1.0,8,Sí,Sí,,-34.60018729452286,-58.448524641105124,16/09/2024
A-849675,PH en alquiler en Villa Urquiza - 4 ambientes,Villa Urquiza,PH,$ 569.513.506,,93 m²,93.0,4 amb.,3.0,2.0,15,Sí,No,,-34.597516586500454,-58.49051988266488,22/01/2024
A-730797,Departamento en alquiler en Colegiales - 3 ambientes,Colegiales,Departamento,1.087.000,,64 m²,64.0,3,2.0,1.0,14,Sí,Sí,,-34.578339590283406,-58.454888576408585,30/03/2025
A-625808,Departamento en alquiler en Villa Crespo - 2 ambientes,Villa Crespo,Departamento,Consultar,,58 m²,58.0,2 amb.,1.0,1.0,1,No,Sí,,-34.61003634382513,-58.430143033370065,30/03/2024
A-894635,PH en alquiler en Boedo - 2 ambientes,Boedo,PH,932.000,,74 m²,74.0,2 amb.,1.0,1.0,29,No,Sí,,-34.62704373462266,"-58,39768387916198",13/04/2025
A-563847,Departamento en alquiler en Villa Urquiza - 1 ambientes,Villa Urquiza,Departamento,$ 732.730.385,26974.0,25,25.0,1 amb.,,1.0,27,No,Sí,,"-34,583848902364416",-58.49988822541981,12/10/2024
A-625180,Departamento en alquiler en Palermo - 1 ambientes,Palermo,Departamento,686.000,,30 m²,30.0,1 amb.,1.0,1.0,9,No,No,,-34.5623901054178,-58.42242157831428,14/06/2025
A-774420,Departamento en alquiler en Flores - 2 ambientes,Flores,Departamento,473.000,66304.0,52,52.0,2 amb.,1.0,1.0,23,No,Sí,,"-34,63004379011009",-58.460697879044474,25/01/2025
A-592087,Departamento en alquiler en Almagro - 1 ambientes,Almagro,Departamento,USD 239,25988.0,28 m²,28.0,1,1.0,1.0,2,No,Sí,,-34.616743161366294,-58.437146855278144,23/02/2024
A-760737,Departamento en alquiler en Boedo - 2 ambientes,Boedo,Departamento,399.000,67075.0,40 m²,40.0,2 amb.,1.0,1.0,29,No,No,,-34.61141313123653,-58.40459228870782,23/06/2025
A-772594,Departamento en alquiler en Caballito - 2 ambientes,Caballito,Departamento,685.000,67436.0,37 m²,37.0,2,1.0,1.0,5,No,No,,-34.63758238705176,"-58,436357119132474",10/02/2025
A-875974,Casa en alquiler en Villa Urquiza - 3 ambientes,Villa Urquiza,Casa,1.666.000,,122,122.0,3,,,17,No,No,Pileta,-34.59531178696354,-58.49877136072416,05/07/2025
A-533882,Departamento en alquiler en Recoleta - 2 ambientes,Recoleta,Departamento,$ 1.206.000,119827.0,32 m²,32.0,2,1.0,1.0,4 años,Sí,Sí,,-34.58387148860191,-58.429277212600944,26/04/2024
A-892110,PH en alquiler en San Telmo - 4 ambientes,San Telmo,PH,1.885.000,,109,109.0,4,3.0,,13,Sí,No,,"-34,630324146949455",-58.39297010305908,04/07/2025
A-310642,Departamento en alquiler en Recoleta - 3 ambientes,Recoleta,Departamento,2.165.000,36421600.0,82,82.0,3,2.0,1.0,9 años,No,Sí,,-34.592341156826045,-58.39163854333237,08/01/2024
A-345756,Departamento en alquiler en Boedo - 4 ambientes,boedo,Departamento,USD 791,,84,84.0,4,3.0,2.0,8,No,Sí,,-34.64260614506597,"-58,41244670451084",19/07/2025
A-336822,Departamento en alquiler en Almagro - 4 ambientes,Almagro,Departamento,$ 1.450.000,223367.0,103,103.0,4,3.0,2.0,6,Sí,Sí,,-34.60602943721343,-58.409997652460696,19/03/2025
A-346595,Departamento en alquiler en Villa Crespo - 1 ambientes,Villa Crespo,Departamento,$ 500.000,69573.0,36 m²,,1,1.0,,5,Sí,No,,-34.579954410582545,-58.42721998904067,25/05/2025
A-212919,PH en alquiler en Villa Crespo - 3 ambientes, Villa Crespo ,PH,$ 1.889.000,,86 m²,86.0,3 amb.,2.0,2.0,,Sí,No,,-34.5953269714629,-58.435083027607945,03/06/2024
A-846605,Departamento en alquiler en Boedo - 2 ambientes,Boedo,Departamento,330.000,47528.0,39 m²,,2 amb.,1.0,,5,No,Sí,,-34.629190058372444,-58.409194568432625,26/07/2025
A-990654,Departamento en alquiler en San Telmo - 3 ambientes,San Telmo,Departamento,1.293.000,86578.0,63 m²,,3 amb.,2.0,2.0,4,No,No,,-34.61383235959802,-58.37966202429133,06/05/2024
A-405756,Departamento en alquiler en Nuñez - 3 ambientes,Nuñez,Departamento,USD 1.245,136963.0,74,74.0,3 amb.,2.0,2.0,11,No,No,,-34.547149337788156,-58.46309645521202,20/08/2025
A-198270,Departamento en alquiler en San Telmo - 4 ambientes,SAN TELMO,Departamento,$ 1,116667.0,70 m²,70.0,4 amb.,3.0,2.0,11 años,Sí,Sí,,-34.617322786587536,"-58,37929596047782",28/06/2024
A-465111,Departamento en alquiler en San Telmo - 5 ambientes,SAN TELMO,Departamento,1.542.000,93899.0,91 m²,91.0,5 amb.,4.0,3.0,19,No,No,,-34.65371162620119,-58.37456675786373,10/06/2024
A-805650,Casa en alquiler en Almagro - 3 ambientes,Almagro,Casa,1.016.000,,81 m²,81.0,3 amb.,2.0,1.0,0,No,No,,-34.61485635028236,-58.407644747662964,03/03/2025
A-198029,Departamento en alquiler en Caballito - 2 ambientes, Caballito ,Departamento,634.000,93761.0,47 m²,47.0,2,1.0,1.0,1,No,No,,-34.62344280313371,-58.45262501120681,02/07/2024
A-259371,Departamento en alquiler en Belgrano - 3 ambientes,Belgrano,Departamento,1.159.000,159176.0,70 m²,70.0,3,2.0,2.0,0,No,No,,-34.572647260520725,-58.44842577809426,31/07/2025
A-597785,Departamento en alquiler en Colegiales - 2 ambientes,colegiales,Departamento,USD 476,,32,32.0,2,1.0,1.0,8,No,Sí,,-34.582125692254365,-58.44919736127968,23/01/2024
A-884724,Departamento en alquiler en Recoleta - 2 ambientes,Recoleta,Departamento,1.065.000,190869.0,54 m²,,2,1.0,1.0,7,No,Sí,,-34.58182864560798,-58.40122640601544,06/05/2025
A-124623,Departamento en alquiler en Villa Crespo - 3 ambientes,Villa Crespo,Departamento,$ 781.000,54713.0,52 m²,52.0,3,2.0,1.0,6,Sí,Sí,,-34.596673807810205,-58.43419293033188,27/06/2025
A-979990,Departamento en alquiler en Caballito - 2 ambientes,Caballito,Departamento,646.000,45229.0,47 m²,47.0,2 amb.,1.0,1.0,3 años,No,Sí,,-34.60052760436539,-58.43902545435209,20/12/2024
A-956318,Departamento en alquiler en Almagro - 3 ambientes,ALMAGRO,Departamento,834.000,6354100.0,60 m²,,3,2.0,1.0,7,No,No,,-34.592498807558876,"-58,41902348761578",13/12/2024
A-231524,Departamento en alquiler en Recoleta - 1 ambientes,Recoleta,Departamento,$ 725.000,102868.0,34 m²,34.0,1,1.0,1.0,10,Sí,No,,"-34,58466273586611",-58.37253902568912,14/09/2024
A-656124,Departamento en alquiler en Villa Urquiza - 1 ambientes,Villa Urquiza,Departamento,382.000,61210.0,25 m²,,1 amb.,1.0,1.0,26,Sí,No,Pileta,-34.55276842704484,-58.49248343068572,19/01/2024
A-722909,Departamento en alquiler en Villa Urquiza - 2 ambientes,Villa Urquiza,Departamento,810.000,137690.0,58 m²,58.0,2,1.0,1.0,19,No,No,,-34.56558270339419,-58.498164907807286,11/04/2024
A-336786,Departamento en alquiler en Colegiales - 2 ambientes,colegiales,Departamento,$ 835.000,96055.0,65 m²,65.0,2 amb.,1.0,1.0,3,No,Sí,,-34.58119366932373,-58.44595040335497,02/03/2024
A-353330,Departamento en alquiler en Nuñez - 3 ambientes,Nuñez,Departamento,USD 1.204,168308.0,84 m²,84.0,3,2.0,2.0,5,No,No,,-34.552294153569456,-58.44103980456662,20/04/2025
A-493876,Departamento en alquiler en Nuñez - 3 ambientes,Nuñez,Departamento,954.000,86621.0,54 m²,54.0,3,,1.0,9 años,No,Sí,,-34.55324861174509,-58.45279222798661,21/07/2024
